id|name|start|end|location_id|school_id|season_id|url|special_message|created|updated|active|insurance|venue|photo_password|medical_report|photo_url|registration|public_price|show_payment_parent|show_rebate_parent|reminder_camp_days|reminder_discount_days|end_registration|start_registration|special_message_admin|show_paypal_button|paypal_button|currency_id|occupancy_camp|show_payment_order
20099|Americano de Tampico Enero 2016|2016-01-18 07:00:00-06|2016-01-22 18:00:00-06|14|118|7|http://www.kincamp.com/ats||2015-07-17|2016-01-18|t|150000|escuela|kincampats|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20201|Hair Camp|2016-07-17 07:00:00-05|2016-07-19 18:00:00-05||119|8|http://www.kincamp.com/||2016-06-06|2016-07-16|t|150000|el colegio|nohay||-|t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20172|Convivio Tomás Moro 2do. primaria Febrero 2016|2016-02-11 07:00:00-06|2016-02-11 18:00:00-06||119|7|http://www.kincamp.com/tomasmoro||2015-12-07|2016-02-10|t|150000|el colegio|-|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20179|Capacitación Primeros Auxilios|2016-02-20 09:30:00-06|2016-02-20 17:00:00-06|4|119|7|http://www.kincamp.com/||2016-02-02|2016-02-20|t|0|la oficina|kincamp|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20185|Alqimia CC 3.0|2016-05-06 07:00:00-05|2016-05-08 18:00:00-05|34|119|7|http://www.alqimia.cc/||2016-03-04|2016-05-04|t|150000|la oficina|nohay|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
366|GREENGATES FORM1 2014|2014-06-23 01:00:00-05|2014-06-25 01:00:00-05|19|22|50|http://kincamp.com/greengates||2013-11-25|2014-06-27|t|50000|||||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
377|CEM (PRIMARIA)|2014-04-04 00:00:00-06|2014-04-06 00:00:00-06|35|57|15|||2014-02-07|2014-02-07|t||||||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20120|Ciudad de México 2do. Primaria Day Camp Feb. 2016|2016-02-26 07:00:00-06|2016-02-26 18:00:00-06||50|7|http://www.kincamp.com/ccm||2015-08-24|2016-02-27|t|150000|el Colegio|kincampccm|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20188|Graduación CM2 - LFM Junio 2016|2016-06-04 08:00:00-05|2016-06-04 18:30:00-05||43|8|http://www.kincamp.com/lfm||2016-04-12|2016-06-03|t|150000|el colegio|kincamplfm|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20196|Kin Corp - AJR Junio 2016|2016-06-02 07:00:00-05|2016-06-03 18:00:00-05|25|119|8|http://www.kincamp.com/||2016-05-12|2016-05-30|t|150000|-|kincampnohay|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20096|Eton 6to Bajo Mayo 2016|2016-05-16 06:30:00-05|2016-05-20 13:00:00-05|32|20|7|http://www.kincamp.com/eton||2015-06-17|2016-05-16|t|150000|En la Escuela|kincampeton|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20187|Marymount Yumal - Padres e Hijos Mayo 2016|2016-05-28 09:00:00-05|2016-05-29 17:00:00-05||65|7|http://www.kincamp.com/marymount||2016-04-12|2016-05-27|t|150000|“Casa de descanso Tetela” (Calzada De Los Reyes num 31, Real Tetela, Cuernavaca, México / frenta a plaza norte y capufe)|kincampmarymount|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20195|Niños en Alegría |2016-06-13 07:00:00-05|2016-06-17 18:00:00-05|34|119|8|http://www.kincamp.com/||2016-05-09|2016-06-09|t|150000|-|-|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20080|Tomas Moro Lomas 6to 2015|2015-06-17 06:20:00-05|2015-06-19 17:00:00-05|5|128|2|http://kincamp.com/tml||2015-03-09|2016-08-22|t|50000|el colegio |kincamptml|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20213|Evento de integración UBER |2016-08-18 07:00:00-05|2016-08-18 18:00:00-05|25|119|7|http://www.kincamp.com/||2016-08-08|2016-08-18|t|150000|-|-|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20216|DayCamp CCM 4to. Nov 2016|2016-11-25 07:00:00-06|2016-11-25 18:00:00-06||119|9|http://www.kincamp.com/ccm||2016-08-09|2016-11-12|t|150000|el colegio|kincamp|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20021|Capacitación RutaKin y PITS|2014-10-18 01:00:00-05|2014-10-18 01:00:00-05|4|104|1|||2014-09-29|2014-10-17|t|0|||||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20311|GNP Mayo 2017: Dirección de Gastos Médicos|2017-05-30 07:30:00-05|2017-05-30 18:00:00-05||119|51|||2017-05-23|2017-05-29|t|150000|Plaza GNP|-|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20244|Luis Vives Enero 2017|2017-01-27 07:00:00-06|2017-01-29 18:00:00-06|9|28|51|http://www.kincamp.com/luisvives||2016-09-14|2017-01-27|t|150000|el colegio|kincampluisvives|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20488|ASF 4th B|2018-10-08 17:54:51-05|2018-10-12 17:54:51-05|9|7|57|||2018-10-05|2022-10-03|t|0|colegio|fogataasf418|||f|0|f|f|15|15|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|f
20134|Recapacitación Oct. 2015|2015-10-10 09:00:00-05|2015-10-10 16:00:00-05|4|119|3|||2015-09-07|2015-10-07|t|0|la oficina kincampera|-|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
127|ASF ART FAIR|2009-11-07 00:00:00-06|2009-11-07 00:00:00-06|24|1|30|||2009-10-28|2009-10-28|t||||||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20025|Vallarta Primaria Feb 2015|2015-02-06 07:00:00-06|2015-02-08 18:00:00-06|25|51|2|http://www.kincamp.com/vallarta|<p>Ahora puedes pagar tu campamento con tarjeta de cr&eacute;dito v&iacute;a PAYPAL. (En pagos con tarjeta aplica un 5% de comisi&oacute;n).</p>\n|2014-09-30|2015-02-06|t|50000|el colegio|kincampvallarta|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20097|Eton 6to Alto Mayo 2016|2016-05-23 06:30:00-05|2016-05-27 13:00:00-05|32|20|7|http://www.kincamp.com/eton||2015-06-17|2016-05-23|t|150000|el Colegio|kincampeton|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20034|Ciudad de México 4º Prim. 2015|2015-03-11 06:30:00-06|2015-03-13 18:00:00-06|33|50|2|http://www.kincamp.com/ccm|<p>&iexcl;Adem&aacute;s del pago a cuenta bancaria, ahora puedes pagar el campamento con tarjeta de cr&eacute;dito y d&eacute;bido a trav&eacute;s de PAYPAL!</p>\n\n<p>**En pagos con tarjeta se cobra una comisi&oacute;n del 5%</p>\n|2014-10-01|2015-03-10|t|50000|el colegio|kincampccm|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20139|Sagrado Corazón 3ro. Sec. Nov. 2015|2015-11-27 07:30:00-06|2015-11-29 17:00:00-06|32|107|3|http://www.kincamp.com/sagradocorazon|<p style="margin: 0px 0px 20px; padding: 0px; border: 0px; font-stretch: inherit; line-height: 21px; font-family: 'Droid Sans'; vertical-align: baseline; color: rgb(119, 119, 119);">El costo del campamento es de $3,300 pesos (Tres mil trescientos&nbsp;pesos 00/100MN).</p>\n\n<p style="margin: 0px 0px 20px; padding: 0px; border: 0px; font-stretch: inherit; line-height: 21px; font-family: 'Droid Sans'; vertical-align: baseline; color: rgb(119, 119, 119);">Las fechas de pago son:</p>\n\n<p style="margin: 0px 0px 20px; padding: 0px; border: 0px; font-stretch: inherit; line-height: 21px; font-family: 'Droid Sans'; vertical-align: baseline; color: rgb(119, 119, 119);">&ndash; Fecha l&iacute;mite 1er pago: Jueves 15 de octubre 2015 por $1,100<br />\n&ndash; Fecha l&iacute;mite 2do pago: Viernes 30&nbsp;de octubre 2015 por $1,100<br />\n&ndash; Fecha l&iacute;mite 3er&nbsp;pago: Viernes 13&nbsp;de Noviembre&nbsp;2015 por $1,100</p>\n\n<p style="margin: 0px 0px 20px; padding: 0px; border: 0px; font-stretch: inherit; line-height: 21px; font-family: 'Droid Sans'; vertical-align: baseline; color: rgb(119, 119, 119);">Ponemos a tu disposici&oacute;n 2 formas de pago:</p>\n\n<p style="margin: 0px 0px 20px; padding: 0px; border: 0px; font-stretch: inherit; line-height: 21px; font-family: 'Droid Sans'; vertical-align: baseline; color: rgb(119, 119, 119);">*Dep&oacute;sito o transferencia a la cuenta:</p>\n\n<p style="margin: 0px 0px 20px; padding: 0px; border: 0px; font-stretch: inherit; line-height: 21px; font-family: 'Droid Sans'; vertical-align: baseline; color: rgb(119, 119, 119);">BBVA BANCOMER<br />\n&Aacute;NGELA PATRICIA &Aacute;VILA ROJAS<br />\nCta 0199909435 &nbsp;Clabe 012180001999094351</p>\n\n<p style="margin: 0px 0px 20px; padding: 0px; border: 0px; font-stretch: inherit; line-height: 21px; font-family: 'Droid Sans'; vertical-align: baseline; color: rgb(119, 119, 119);">*Con tarjeta de cr&eacute;dito v&iacute;a PAYPAL en nuestro sistema de inscripci&oacute;n (Ojo, en pago con tarjeta aplica 5% de comisi&oacute;n).</p>\n\n<p style="margin: 0px 0px 20px; padding: 0px; border: 0px; font-stretch: inherit; line-height: 21px; font-family: 'Droid Sans'; vertical-align: baseline; color: rgb(119, 119, 119);"><strong style="margin: 0px; padding: 0px; border: 0px; font-style: inherit; font-variant: inherit; font-stretch: inherit; font-size: inherit; line-height: inherit; font-family: inherit; vertical-align: baseline;">IMPORTANTE:</strong></p>\n\n<p style="margin: 0px 0px 20px; padding: 0px; border: 0px; font-stretch: inherit; line-height: 21px; font-family: 'Droid Sans'; vertical-align: baseline; color: rgb(119, 119, 119);">**Mandar el comprobante de pago a pagos@kincamp.com indicando: nombre completo del participante, escuela y grado.</p>\n\n<p style="margin: 0px 0px 20px; padding: 0px; border: 0px; font-stretch: inherit; line-height: 21px; font-family: 'Droid Sans'; vertical-align: baseline; color: rgb(119, 119, 119);">**En caso de requerir factura se agregar&aacute; el IVA correspondiente y te pedimos nos contactes para indicarte la forma de realizar el pago**</p>\n|2015-09-14|2015-11-25|t|50000|el colegio |kincampsagradocorazon|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20173|Convivio Tomás Moro 1ro. primaria Febrero 2016|2016-02-18 07:00:00-06|2016-02-18 18:00:00-06||119|7|http://www.kincamp.com/tomasmoro||2015-12-07|2016-02-18|t|150000|el colegio|-|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20169|Convivio Tomás Moro 3ro. Enero 2016|2016-01-18 07:00:00-06|2016-01-18 18:00:00-06||119|7|http://www.kincamp.com/tomasmoro||2015-12-06|2016-01-18|t|150000|el colegio|-|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20160|Luis Vives Secundaria Febrero 2016|2016-02-05 07:00:00-06|2016-02-07 18:00:00-06|32|28|7|http://www.kincamp.com/luisvives||2015-11-12|2016-02-03|t|150000|el Colegio|kincampluisvives|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20212|Evento de Integración MDLC - Maestros|2016-08-17 07:00:00-05|2016-08-17 18:00:00-05||119|8|http://www.kincamp.com/||2016-08-08|2016-08-15|t|150000|el colegio|kincamp|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20075|Tomas Moro Lomas 1º primaria (aviario) 2015|2015-03-11 07:30:00-06|2015-03-11 17:00:00-06||128|2|http://www.kincamp.com/tml||2015-02-06|2016-08-22|t|0|colegio|kincamptml|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20140|Aviario: Tomás Moro Lomas 1ro. primaria Nov. 2015|2015-11-18 08:00:00-06|2015-11-18 17:00:00-06||128|3|http://www.kincamp.com/tml||2015-09-14|2016-08-22|t|0|el colegio|kincamptml|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20085|LIMEH Coyoacan 2015|2015-07-06 07:00:00-05|2015-07-07 19:00:00-05|32|60|2|http://kincamp.com/limeh/||2015-04-15|2015-07-04|t|50000|el colegio |kincamplimeh|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20177|Alqimia C.C. 2.0 Febrero 2016|2016-02-05 07:00:00-06|2016-02-07 18:00:00-06|25|119|7|||2016-01-07|2016-02-05|t|0|-|-|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20210|Verano Kobal Senior 2017|2017-07-09 07:00:00-05|2017-07-22 11:00:00-05|32|103|53|http://www.kobal.camp/sr||2016-07-17|2017-07-15|t|150000|el Parque México|kobalsenior|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20286|TAC - Taller Anual de Campamentos|2017-02-18 07:00:00-06|2017-02-18 20:00:00-06||119|51|||2016-12-14|2017-02-15|t|0|cibeles|kincamptac|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20089|Ruta Kin - Tomas Moro Cuajimalpa 1º 2015|2015-06-15 08:00:00-05|2015-06-15 17:00:00-05||66|2|http://kincamp.com/tomasmoro-cuajimalpa||2015-05-08|2015-09-11|t|0|colegio|kincamptomasmoro|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
20167|Buena Tierra Junio 2016|2016-06-24 07:00:00-05|2016-06-27 18:00:00-05|25|109|8|http://www.kincamp.com/buenatierra||2015-11-20|2016-06-22|t|150000|el Colegio|kincampbuenatierra|||t|0|f|f|7|7|2019-05-08 07:42:52.250068-05|2019-05-08 07:42:52.347578-05||t||1|0|t
