id|camp_id|staff_id|created|updated|assigned_role_id|confirmed_staff
10700|20695|22015|2020-05-08|2020-05-08|\N|f
10701|20695|22111|2020-05-08|2020-05-08|\N|f
10702|20695|22002|2020-05-08|2020-05-08|\N|f
10703|20659|21201|2020-05-08|2020-05-08|\N|f
10704|20659|21949|2020-05-08|2020-05-08|\N|f
10705|20659|21948|2020-05-08|2020-05-08|\N|f
10706|20659|21970|2020-05-08|2020-05-08|\N|f
10707|20659|22048|2020-05-08|2020-05-08|\N|f
10708|20659|22109|2020-05-08|2020-05-08|\N|f
10709|20659|22056|2020-05-08|2020-05-08|\N|f
10710|20659|21978|2020-05-08|2020-05-08|\N|f
10711|20659|21221|2020-05-08|2020-05-08|\N|f
10712|20659|21952|2020-05-08|2020-05-08|\N|f
10713|20659|21684|2020-05-08|2020-05-08|\N|f
10714|20659|21685|2020-05-08|2020-05-08|\N|f
10715|20659|21986|2020-05-08|2020-05-08|\N|f
10716|20659|21922|2020-05-08|2020-05-08|\N|f
10717|20659|20969|2020-05-08|2020-05-08|\N|f
10718|20659|22030|2020-05-08|2020-05-08|\N|f
10719|20659|22074|2020-05-08|2020-05-08|\N|f
10720|20659|21162|2020-05-08|2020-05-08|\N|f
10721|20659|22100|2020-05-08|2020-05-08|\N|f
10722|20659|21705|2020-05-08|2020-05-08|\N|f
10723|20659|21695|2020-05-08|2020-05-08|\N|f
10724|20659|21189|2020-05-08|2020-05-08|\N|f
10725|20659|21680|2020-05-08|2020-05-08|\N|f
10726|20659|21991|2020-05-08|2020-05-08|\N|f
10727|20659|21505|2020-05-08|2020-05-08|\N|f
10728|20659|21538|2020-05-08|2020-05-08|\N|f
10729|20659|22094|2020-05-08|2020-05-08|\N|f
10730|20659|21218|2020-05-08|2020-05-08|\N|f
10731|20659|20445|2020-05-08|2020-05-08|\N|f
10732|20659|21704|2020-05-08|2020-05-08|\N|f
10733|20659|20649|2020-05-08|2020-05-08|\N|f
10734|20659|22005|2020-05-08|2020-05-08|\N|f
10735|20659|20307|2020-05-08|2020-05-08|\N|f
10736|20659|21179|2020-05-08|2020-05-08|\N|f
10737|20659|21977|2020-05-08|2020-05-08|\N|f
10738|20659|20266|2020-05-08|2020-05-08|\N|f
10739|20659|22099|2020-05-08|2020-05-08|\N|f
10741|20659|20612|2020-05-08|2020-05-08|\N|f
10742|20659|21614|2020-05-08|2020-05-08|\N|f
10743|20659|21321|2020-05-08|2020-05-08|\N|f
10744|20659|22012|2020-05-08|2020-05-08|\N|f
10745|20659|20586|2020-05-08|2020-05-08|\N|f
10746|20659|22101|2020-05-08|2020-05-08|\N|f
10747|20659|21712|2020-05-08|2020-05-08|\N|f
10748|20659|22026|2020-05-08|2020-05-08|\N|f
10749|20659|21197|2020-05-08|2020-05-08|\N|f
10750|20659|21715|2020-05-08|2020-05-08|\N|f
10751|20659|21194|2020-05-08|2020-05-08|\N|f
10752|20659|22015|2020-05-08|2020-05-08|\N|f
10753|20659|20435|2020-05-08|2020-05-08|\N|f
10754|20659|22004|2020-05-08|2020-05-08|\N|f
10755|20659|21716|2020-05-08|2020-05-08|\N|f
10756|20659|22112|2020-05-08|2020-05-08|\N|f
10757|20679|21369|2020-05-08|2020-05-08|\N|t
10758|20679|21673|2020-05-08|2020-05-08|\N|t
10759|20679|21950|2020-05-08|2020-05-08|\N|t
10760|20679|22113|2020-05-08|2020-05-08|\N|t
10761|20679|22115|2020-05-08|2020-05-08|\N|t
10762|20679|20266|2020-05-08|2020-05-08|\N|t
10763|20679|20612|2020-05-08|2020-05-08|\N|t
10764|20679|21197|2020-05-08|2020-05-08|\N|t
10765|20679|22015|2020-05-08|2020-05-08|\N|t
10766|20679|21949|2020-05-08|2020-05-08|\N|f
10767|20679|21968|2020-05-08|2020-05-08|\N|f
10768|20679|21948|2020-05-08|2020-05-08|\N|f
10769|20679|20684|2020-05-08|2020-05-08|\N|f
10770|20679|21970|2020-05-08|2020-05-08|\N|f
10771|20679|22056|2020-05-08|2020-05-08|\N|f
10772|20679|21981|2020-05-08|2020-05-08|\N|f
10773|20679|21922|2020-05-08|2020-05-08|\N|f
10774|20679|21162|2020-05-08|2020-05-08|\N|f
10775|20679|22047|2020-05-08|2020-05-08|\N|f
10776|20679|21189|2020-05-08|2020-05-08|\N|f
10777|20679|21997|2020-05-08|2020-05-08|\N|f
10778|20679|22116|2020-05-08|2020-05-08|\N|f
10779|20679|21976|2020-05-08|2020-05-08|\N|f
10780|20679|21505|2020-05-08|2020-05-08|\N|f
10781|20679|21989|2020-05-08|2020-05-08|\N|f
10782|20679|21538|2020-05-08|2020-05-08|\N|f
10783|20679|22094|2020-05-08|2020-05-08|\N|f
10784|20679|21962|2020-05-08|2020-05-08|\N|f
10785|20679|22005|2020-05-08|2020-05-08|\N|f
10786|20679|22099|2020-05-08|2020-05-08|\N|f
10787|20679|21614|2020-05-08|2020-05-08|\N|f
10788|20679|22012|2020-05-08|2020-05-08|\N|f
10789|20679|22101|2020-05-08|2020-05-08|\N|f
10790|20679|22105|2020-05-08|2020-05-08|\N|f
10791|20679|22026|2020-05-08|2020-05-08|\N|f
10792|20679|22057|2020-05-08|2020-05-08|\N|f
10793|20679|22111|2020-05-08|2020-05-08|\N|f
10794|20679|22004|2020-05-08|2020-05-08|\N|f
10795|20679|22002|2020-05-08|2020-05-08|\N|f
10796|20678|20684|2020-05-08|2020-05-08|\N|t
10797|20678|21717|2020-05-08|2020-05-08|\N|t
10798|20678|22047|2020-05-08|2020-05-08|\N|t
10799|20678|21189|2020-05-08|2020-05-08|\N|t
10800|20678|21538|2020-05-08|2020-05-08|\N|t
10801|20678|22008|2020-05-08|2020-05-08|\N|t
10802|20678|22012|2020-05-08|2020-05-08|\N|t
10803|20678|22101|2020-05-08|2020-05-08|\N|t
10804|20678|21947|2020-05-08|2020-05-08|\N|f
10805|20678|21949|2020-05-08|2020-05-08|\N|f
10806|20678|21968|2020-05-08|2020-05-08|\N|f
10807|20678|21673|2020-05-08|2020-05-08|\N|f
10808|20678|21951|2020-05-08|2020-05-08|\N|f
10809|20678|21970|2020-05-08|2020-05-08|\N|f
10810|20678|22056|2020-05-08|2020-05-08|\N|f
10811|20678|21981|2020-05-08|2020-05-08|\N|f
10812|20678|21684|2020-05-08|2020-05-08|\N|f
10813|20678|21685|2020-05-08|2020-05-08|\N|f
10814|20678|21922|2020-05-08|2020-05-08|\N|f
10815|20678|22095|2020-05-08|2020-05-08|\N|f
10816|20678|21162|2020-05-08|2020-05-08|\N|f
10817|20678|21997|2020-05-08|2020-05-08|\N|f
10818|20678|22116|2020-05-08|2020-05-08|\N|f
10819|20678|22083|2020-05-08|2020-05-08|\N|f
10820|20678|21505|2020-05-08|2020-05-08|\N|f
10821|20678|21989|2020-05-08|2020-05-08|\N|f
10822|20678|22115|2020-05-08|2020-05-08|\N|f
10823|20678|22094|2020-05-08|2020-05-08|\N|f
10824|20678|22005|2020-05-08|2020-05-08|\N|f
10825|20678|20266|2020-05-08|2020-05-08|\N|f
10826|20678|22099|2020-05-08|2020-05-08|\N|f
10827|20678|20536|2020-05-08|2020-05-08|\N|f
10828|20678|20612|2020-05-08|2020-05-08|\N|f
10829|20678|21614|2020-05-08|2020-05-08|\N|f
10830|20678|21321|2020-05-08|2020-05-08|\N|f
10831|20678|22105|2020-05-08|2020-05-08|\N|f
10832|20678|22026|2020-05-08|2020-05-08|\N|f
10833|20678|22057|2020-05-08|2020-05-08|\N|f
10834|20678|22015|2020-05-08|2020-05-08|\N|f
10835|20678|22111|2020-05-08|2020-05-08|\N|f
10836|20678|22102|2020-05-08|2020-05-08|\N|f
10837|20678|22004|2020-05-08|2020-05-08|\N|f
10838|20660|21947|2020-05-08|2020-05-08|\N|f
10839|20660|21949|2020-05-08|2020-05-08|\N|f
10840|20660|21948|2020-05-08|2020-05-08|\N|f
10841|20660|21673|2020-05-08|2020-05-08|\N|f
10842|20660|21951|2020-05-08|2020-05-08|\N|f
10843|20660|21675|2020-05-08|2020-05-08|\N|f
10844|20660|21970|2020-05-08|2020-05-08|\N|f
10845|20660|21973|2020-05-08|2020-05-08|\N|f
10846|20660|21950|2020-05-08|2020-05-08|\N|f
10847|20660|22093|2020-05-08|2020-05-08|\N|f
10848|20660|22056|2020-05-08|2020-05-08|\N|f
10849|20660|21678|2020-05-08|2020-05-08|\N|f
10850|20660|21974|2020-05-08|2020-05-08|\N|f
10851|20660|21221|2020-05-08|2020-05-08|\N|f
10852|20660|20216|2020-05-08|2020-05-08|\N|f
10853|20660|21952|2020-05-08|2020-05-08|\N|f
10854|20660|21684|2020-05-08|2020-05-08|\N|f
10855|20660|21685|2020-05-08|2020-05-08|\N|f
10856|20660|21986|2020-05-08|2020-05-08|\N|f
10857|20660|21922|2020-05-08|2020-05-08|\N|f
10858|20660|20969|2020-05-08|2020-05-08|\N|f
10859|20660|20973|2020-05-08|2020-05-08|\N|f
10860|20660|21310|2020-05-08|2020-05-08|\N|f
10861|20660|21488|2020-05-08|2020-05-08|\N|f
10862|20660|21691|2020-05-08|2020-05-08|\N|f
10863|20660|21162|2020-05-08|2020-05-08|\N|f
10864|20660|22107|2020-05-08|2020-05-08|\N|f
10865|20660|22103|2020-05-08|2020-05-08|\N|f
10866|20660|22047|2020-05-08|2020-05-08|\N|f
10867|20660|21966|2020-05-08|2020-05-08|\N|f
10868|20660|22100|2020-05-08|2020-05-08|\N|f
10869|20660|21705|2020-05-08|2020-05-08|\N|f
10870|20660|21628|2020-05-08|2020-05-08|\N|f
10871|20660|21618|2020-05-08|2020-05-08|\N|f
10872|20660|21694|2020-05-08|2020-05-08|\N|f
10873|20660|21695|2020-05-08|2020-05-08|\N|f
10874|20660|21189|2020-05-08|2020-05-08|\N|f
10875|20660|21997|2020-05-08|2020-05-08|\N|f
10876|20660|22117|2020-05-08|2020-05-08|\N|f
10877|20660|21680|2020-05-08|2020-05-08|\N|f
10878|20660|22077|2020-05-08|2020-05-08|\N|f
10879|20660|21976|2020-05-08|2020-05-08|\N|f
10880|20660|21505|2020-05-08|2020-05-08|\N|f
10881|20660|21538|2020-05-08|2020-05-08|\N|f
10882|20660|22115|2020-05-08|2020-05-08|\N|f
10883|20660|22094|2020-05-08|2020-05-08|\N|f
10884|20660|21218|2020-05-08|2020-05-08|\N|f
10885|20660|21210|2020-05-08|2020-05-08|\N|f
10886|20660|21397|2020-05-08|2020-05-08|\N|f
10887|20660|22106|2020-05-08|2020-05-08|\N|f
10888|20660|22110|2020-05-08|2020-05-08|\N|f
10889|20660|21423|2020-05-08|2020-05-08|\N|f
10890|20660|21607|2020-05-08|2020-05-08|\N|f
10891|20660|20445|2020-05-08|2020-05-08|\N|f
10892|20660|21962|2020-05-08|2020-05-08|\N|f
10893|20660|20928|2020-05-08|2020-05-08|\N|f
10894|20660|22098|2020-05-08|2020-05-08|\N|f
10895|20660|22119|2020-05-08|2020-05-08|\N|f
10896|20660|22005|2020-05-08|2020-05-08|\N|f
10897|20660|20307|2020-05-08|2020-05-08|\N|f
10898|20660|20266|2020-05-08|2020-05-08|\N|f
10899|20660|22099|2020-05-08|2020-05-08|\N|f
10900|20660|21305|2020-05-08|2020-05-08|\N|f
10901|20660|20612|2020-05-08|2020-05-08|\N|f
10902|20660|21709|2020-05-08|2020-05-08|\N|f
10903|20660|21614|2020-05-08|2020-05-08|\N|f
10904|20660|21321|2020-05-08|2020-05-08|\N|f
10905|20660|22012|2020-05-08|2020-05-08|\N|f
10906|20660|22101|2020-05-08|2020-05-08|\N|f
10907|20660|21712|2020-05-08|2020-05-08|\N|f
10908|20660|22026|2020-05-08|2020-05-08|\N|f
10909|20660|21197|2020-05-08|2020-05-08|\N|f
10910|20660|21967|2020-05-08|2020-05-08|\N|f
10911|20660|22057|2020-05-08|2020-05-08|\N|f
10912|20660|22060|2020-05-08|2020-05-08|\N|f
10913|20660|21194|2020-05-08|2020-05-08|\N|f
10914|20660|22015|2020-05-08|2020-05-08|\N|f
10915|20660|22102|2020-05-08|2020-05-08|\N|f
10916|20660|21308|2020-05-08|2020-05-08|\N|f
10917|20660|22006|2020-05-08|2020-05-08|\N|f
10918|20660|22004|2020-05-08|2020-05-08|\N|f
10919|20660|22002|2020-05-08|2020-05-08|\N|f
10920|20605|21949|2020-05-08|2020-05-08|\N|f
10922|20605|21948|2020-05-08|2020-05-08|\N|f
10923|20605|21675|2020-05-08|2020-05-08|\N|f
10924|20605|21973|2020-05-08|2020-05-08|\N|f
10926|20605|21950|2020-05-08|2020-05-08|\N|f
10927|20605|22093|2020-05-08|2020-05-08|\N|f
10928|20605|22109|2020-05-08|2020-05-08|\N|f
10930|20605|22076|2020-05-08|2020-05-08|\N|f
10931|20605|21974|2020-05-08|2020-05-08|\N|f
10932|20605|21978|2020-05-08|2020-05-08|\N|f
10933|20605|21221|2020-05-08|2020-05-08|\N|f
10935|20605|21952|2020-05-08|2020-05-08|\N|f
10936|20605|21961|2020-05-08|2020-05-08|\N|f
10937|20605|21684|2020-05-08|2020-05-08|\N|f
10938|20605|21685|2020-05-08|2020-05-08|\N|f
10939|20605|21922|2020-05-08|2020-05-08|\N|f
10940|20605|20969|2020-05-08|2020-05-08|\N|f
10941|20605|21690|2020-05-08|2020-05-08|\N|f
10942|20605|22074|2020-05-08|2020-05-08|\N|f
10943|20605|21488|2020-05-08|2020-05-08|\N|f
10944|20605|21162|2020-05-08|2020-05-08|\N|f
10946|20605|22047|2020-05-08|2020-05-08|\N|f
10947|20605|21966|2020-05-08|2020-05-08|\N|f
10948|20605|21628|2020-05-08|2020-05-08|\N|f
10949|20605|21618|2020-05-08|2020-05-08|\N|f
10950|20605|21694|2020-05-08|2020-05-08|\N|f
10951|20605|21695|2020-05-08|2020-05-08|\N|f
10953|20605|21997|2020-05-08|2020-05-08|\N|f
10954|20605|22117|2020-05-08|2020-05-08|\N|f
10956|20605|21991|2020-05-08|2020-05-08|\N|f
10957|20605|21505|2020-05-08|2020-05-08|\N|f
10958|20605|21538|2020-05-08|2020-05-08|\N|f
10959|20605|22115|2020-05-08|2020-05-08|\N|f
10960|20605|22094|2020-05-08|2020-05-08|\N|f
10961|20605|284|2020-05-08|2020-05-08|\N|f
10962|20605|21210|2020-05-08|2020-05-08|\N|f
10964|20605|22106|2020-05-08|2020-05-08|\N|f
10966|20605|21607|2020-05-08|2020-05-08|\N|f
10967|20605|20445|2020-05-08|2020-05-08|\N|f
10968|20605|21562|2020-05-08|2020-05-08|\N|f
10969|20605|21962|2020-05-08|2020-05-08|\N|f
10972|20605|20307|2020-05-08|2020-05-08|\N|f
10973|20605|20266|2020-05-08|2020-05-08|\N|f
10976|20605|21975|2020-05-08|2020-05-08|\N|f
10977|20605|21614|2020-05-08|2020-05-08|\N|f
10978|20605|21321|2020-05-08|2020-05-08|\N|f
10979|20605|22012|2020-05-08|2020-05-08|\N|f
10980|20605|22011|2020-05-08|2020-05-08|\N|f
10981|20605|22101|2020-05-08|2020-05-08|\N|f
10982|20605|22010|2020-05-08|2020-05-08|\N|f
10983|20605|22007|2020-05-08|2020-05-08|\N|f
10984|20605|22026|2020-05-08|2020-05-08|\N|f
10985|20605|21194|2020-05-08|2020-05-08|\N|f
10986|20605|22015|2020-05-08|2020-05-08|\N|f
10987|20605|21630|2020-05-08|2020-05-08|\N|f
10990|20605|20937|2020-05-08|2020-05-08|\N|f
10991|20605|22002|2020-05-08|2020-05-08|\N|f
10993|20697|21949|2020-05-08|2020-05-08|\N|f
10994|20697|21970|2020-05-08|2020-05-08|\N|f
10995|20697|22056|2020-05-08|2020-05-08|\N|f
10996|20697|21678|2020-05-08|2020-05-08|\N|f
10997|20697|21974|2020-05-08|2020-05-08|\N|f
10998|20697|21685|2020-05-08|2020-05-08|\N|f
10999|20697|22113|2020-05-08|2020-05-08|\N|f
11000|20697|21628|2020-05-08|2020-05-08|\N|f
11001|20697|21189|2020-05-08|2020-05-08|\N|f
11002|20697|21991|2020-05-08|2020-05-08|\N|f
11003|20697|21505|2020-05-08|2020-05-08|\N|f
11004|20697|21538|2020-05-08|2020-05-08|\N|f
11005|20697|22115|2020-05-08|2020-05-08|\N|f
11006|20697|22094|2020-05-08|2020-05-08|\N|f
11007|20697|20445|2020-05-08|2020-05-08|\N|f
11008|20697|22005|2020-05-08|2020-05-08|\N|f
11009|20697|20307|2020-05-08|2020-05-08|\N|f
11010|20697|20612|2020-05-08|2020-05-08|\N|f
11011|20697|21614|2020-05-08|2020-05-08|\N|f
11012|20697|22012|2020-05-08|2020-05-08|\N|f
11013|20697|22101|2020-05-08|2020-05-08|\N|f
11014|20697|21194|2020-05-08|2020-05-08|\N|f
11015|20697|22015|2020-05-08|2020-05-08|\N|f
11016|20698|21949|2020-05-08|2020-05-08|\N|f
11017|20698|21950|2020-05-08|2020-05-08|\N|f
11018|20698|21678|2020-05-08|2020-05-08|\N|f
11019|20698|21981|2020-05-08|2020-05-08|\N|f
11020|20698|21986|2020-05-08|2020-05-08|\N|f
11021|20698|21922|2020-05-08|2020-05-08|\N|f
11022|20698|21691|2020-05-08|2020-05-08|\N|f
11023|20698|21966|2020-05-08|2020-05-08|\N|f
11024|20698|21628|2020-05-08|2020-05-08|\N|f
11025|20698|22000|2020-05-08|2020-05-08|\N|f
11026|20698|21189|2020-05-08|2020-05-08|\N|f
11027|20698|21680|2020-05-08|2020-05-08|\N|f
11028|20698|21505|2020-05-08|2020-05-08|\N|f
11029|20698|22094|2020-05-08|2020-05-08|\N|f
11030|20698|21035|2020-05-08|2020-05-08|\N|f
11031|20698|21210|2020-05-08|2020-05-08|\N|f
11032|20698|22098|2020-05-08|2020-05-08|\N|f
11033|20698|22097|2020-05-08|2020-05-08|\N|f
11034|20698|22099|2020-05-08|2020-05-08|\N|f
11035|20698|20612|2020-05-08|2020-05-08|\N|f
11036|20698|21614|2020-05-08|2020-05-08|\N|f
10952|20605|21189|2020-05-08|2022-05-23|\N|t
10955|20605|21976|2020-05-08|2022-05-23|\N|t
11037|20698|22012|2020-05-08|2020-05-08|\N|f
11038|20698|21621|2020-05-08|2020-05-08|\N|f
11039|20698|20586|2020-05-08|2020-05-08|\N|f
11040|20698|22101|2020-05-08|2020-05-08|\N|f
11041|20698|22057|2020-05-08|2020-05-08|\N|f
11042|20698|21194|2020-05-08|2020-05-08|\N|f
11043|20698|22015|2020-05-08|2020-05-08|\N|f
11044|20698|22102|2020-05-08|2020-05-08|\N|f
11045|20698|21716|2020-05-08|2020-05-08|\N|f
11046|20698|22002|2020-05-08|2020-05-08|\N|f
11047|20635|21949|2020-05-08|2020-05-08|\N|f
11048|20635|21970|2020-05-08|2020-05-08|\N|f
11049|20635|21957|2020-05-08|2020-05-08|\N|f
11050|20635|22056|2020-05-08|2020-05-08|\N|f
11051|20635|21978|2020-05-08|2020-05-08|\N|f
11052|20635|21221|2020-05-08|2020-05-08|\N|f
11053|20635|21952|2020-05-08|2020-05-08|\N|f
11054|20635|21684|2020-05-08|2020-05-08|\N|f
11055|20635|21685|2020-05-08|2020-05-08|\N|f
11056|20635|21922|2020-05-08|2020-05-08|\N|f
11057|20635|20969|2020-05-08|2020-05-08|\N|f
11058|20635|21310|2020-05-08|2020-05-08|\N|f
11059|20635|21488|2020-05-08|2020-05-08|\N|f
11060|20635|21162|2020-05-08|2020-05-08|\N|f
11061|20635|22100|2020-05-08|2020-05-08|\N|f
11062|20635|21705|2020-05-08|2020-05-08|\N|f
11063|20635|21628|2020-05-08|2020-05-08|\N|f
11064|20635|21189|2020-05-08|2020-05-08|\N|f
11065|20635|22077|2020-05-08|2020-05-08|\N|f
11066|20635|21976|2020-05-08|2020-05-08|\N|f
11067|20635|21505|2020-05-08|2020-05-08|\N|f
11068|20635|21538|2020-05-08|2020-05-08|\N|f
11069|20635|22115|2020-05-08|2020-05-08|\N|f
11070|20635|22094|2020-05-08|2020-05-08|\N|f
11071|20635|21218|2020-05-08|2020-05-08|\N|f
11072|20635|21607|2020-05-08|2020-05-08|\N|f
11073|20635|20445|2020-05-08|2020-05-08|\N|f
11074|20635|21706|2020-05-08|2020-05-08|\N|f
11075|20635|20928|2020-05-08|2020-05-08|\N|f
11076|20635|22005|2020-05-08|2020-05-08|\N|f
11077|20635|20307|2020-05-08|2020-05-08|\N|f
11078|20635|20266|2020-05-08|2020-05-08|\N|f
