id|parent_id|camper_id|camp_id|paid|payment_date|created|updated|payment_amount|txn_number|payment_method_id|txn_type_id|currency_id
254|20181|20179|335|t|2014-05-19|2015-10-11|2017-12-21|0|20179|6|1|1
164|11165|10550|381|t|2014-06-02|2015-10-11|2017-12-21|0|10550|6|1|1
283|20278|20285|362|t|2014-06-02|2015-10-11|2017-12-21|0|20285|6|1|1
286|6436|6307|362|f|2015-10-11|2015-10-11|2017-12-21|0|6307|6|1|1
285|6501|6375|362|t|2014-06-03|2015-10-11|2017-12-21|0|6375|6|1|1
292|20289|20294|362|t|2014-06-04|2015-10-11|2017-12-21|0|20294|6|1|1
293|6486|6360|362|t|2014-05-21|2015-10-11|2017-12-21|0|6360|6|1|1
348|1883|1839|335|t|2014-07-02|2015-10-11|2017-12-21|0|1839|6|1|1
295|20303|20311|335|f|2015-10-11|2015-10-11|2017-12-21|0|20311|6|1|1
139|11080|10463|381|t|2014-06-06|2015-10-11|2017-12-21|0|10463|6|1|1
296|3872|3907|335|f|2015-10-11|2015-10-11|2017-12-21|0|3907|6|1|1
297|6389|6262|362|t|2014-04-03|2015-10-11|2017-12-21|0|6262|6|1|1
284|8016|7788|362|t|2014-06-02|2015-10-11|2017-12-21|0|7788|6|1|1
298|7433|7830|362|f|2015-10-11|2015-10-11|2017-12-21|0|7830|6|1|1
299|20309|20320|20002|t|2014-06-09|2015-10-11|2017-12-21|0|20320|6|1|1
309|20393|20411|383|f|2015-10-11|2015-10-11|2017-12-21|0|20411|6|1|1
310|20393|20413|383|f|2015-10-11|2015-10-11|2017-12-21|0|20413|6|1|1
290|20285|20289|20002|t|2014-06-13|2015-10-11|2017-12-21|0|20289|6|1|1
312|20418|20443|383|f|2015-10-11|2015-10-11|2017-12-21|0|20443|6|1|1
313|3462|3462|335|f|2015-10-11|2015-10-11|2017-12-21|0|3462|6|1|1
305|20319|20330|20002|t|2014-06-18|2015-10-11|2017-12-21|0|20330|6|1|1
315|20433|20459|20002|t|2014-06-18|2015-10-11|2017-12-21|0|20459|6|1|1
301|20308|20322|20002|t|2014-06-09|2015-10-11|2017-12-21|0|20322|6|1|1
318|20479|20512|383|f|2015-10-11|2015-10-11|2017-12-21|0|20512|6|1|1
302|20312|20323|20002|t|2014-06-20|2015-10-11|2017-12-21|0|20323|6|1|1
319|20488|20525|335|f|2015-10-11|2015-10-11|2017-12-21|0|20525|6|1|1
320|20493|20530|335|f|2015-10-11|2015-10-11|2017-12-21|0|20530|6|1|1
323|20505|20542|383|f|2015-10-11|2015-10-11|2017-12-21|0|20542|6|1|1
324|1480|20543|383|f|2015-10-11|2015-10-11|2017-12-21|0|20543|6|1|1
327|20074|20074|383|f|2015-10-11|2015-10-11|2017-12-21|0|20074|6|1|1
328|20512|20553|383|f|2015-10-11|2015-10-11|2017-12-21|0|20553|6|1|1
329|20512|20555|383|f|2015-10-11|2015-10-11|2017-12-21|0|20555|6|1|1
330|20030|20030|383|f|2015-10-11|2015-10-11|2017-12-21|0|20030|6|1|1
336|4174|20562|383|f|2015-10-11|2015-10-11|2017-12-21|0|20562|6|1|1
337|20521|20563|335|f|2015-10-11|2015-10-11|2017-12-21|0|20563|6|1|1
338|20523|20564|383|f|2015-10-11|2015-10-11|2017-12-21|0|20564|6|1|1
339|20525|20566|383|f|2015-10-11|2015-10-11|2017-12-21|0|20566|6|1|1
341|20527|20568|383|f|2015-10-11|2015-10-11|2017-12-21|0|20568|6|1|1
342|20530|20570|335|f|2015-10-11|2015-10-11|2017-12-21|0|20570|6|1|1
343|20532|20573|383|f|2015-10-11|2015-10-11|2017-12-21|0|20573|6|1|1
344|20532|20573|335|f|2015-10-11|2015-10-11|2017-12-21|0|20573|6|1|1
347|20540|20588|335|f|2015-10-11|2015-10-11|2017-12-21|0|20588|6|1|1
346|20543|20583|335|t|2014-07-03|2015-10-11|2017-12-21|0|20583|6|1|1
326|20056|20054|335|t|2014-06-23|2015-10-11|2017-12-21|0|20054|6|1|1
325|20506|20545|335|t|2014-06-23|2015-10-11|2017-12-21|0|20545|6|1|1
379|9163|8724|335|t|2014-06-19|2015-10-11|2017-12-21|0|8724|6|1|1
356|20557|20597|335|f|2015-10-11|2015-10-11|2017-12-21|0|20597|6|1|1
357|20558|20598|335|f|2015-10-11|2015-10-11|2017-12-21|0|20598|6|1|1
358|20559|20599|335|f|2015-10-11|2015-10-11|2017-12-21|0|20599|6|1|1
380|1856|1805|335|t|2014-07-01|2015-10-11|2017-12-21|0|1805|6|1|1
322|5206|5290|334|t|2014-07-03|2015-10-11|2017-12-21|0|5290|6|1|1
289|20282|20287|334|t|2014-06-06|2015-10-11|2017-12-21|0|20287|6|1|1
287|9940|9397|334|t|2014-06-10|2015-10-11|2017-12-21|0|9397|6|1|1
366|5231|7636|334|t|2014-07-03|2015-10-11|2017-12-21|0|7636|6|1|1
365|5231|5318|334|t|2014-07-03|2015-10-11|2017-12-21|0|5318|6|1|1
361|20562|20601|334|t|2014-07-08|2015-10-11|2017-12-21|0|20601|6|1|1
360|20560|20600|334|t|2014-07-07|2015-10-11|2017-12-21|0|20600|6|1|1
350|20551|20592|334|t|2014-07-08|2015-10-11|2017-12-21|0|20592|6|1|1
349|20551|20591|334|t|2014-07-08|2015-10-11|2017-12-21|0|20591|6|1|1
371|9822|9307|334|t|2014-06-03|2015-10-11|2017-12-21|0|9307|6|1|1
372|3416|9128|334|t|2014-06-24|2015-10-11|2017-12-21|0|9128|6|1|1
373|3416|3421|334|t|2014-06-24|2015-10-11|2017-12-21|0|3421|6|1|1
374|11255|10637|334|t|2014-06-30|2015-10-11|2017-12-21|0|10637|6|1|1
376|9256|8774|334|t|2014-07-04|2015-10-11|2017-12-21|0|8774|6|1|1
367|20564|20605|334|t|2014-07-09|2015-10-11|2017-12-21|0|20605|6|1|1
351|20552|20593|334|t|2014-07-10|2015-10-11|2017-12-21|0|20593|6|1|1
378|11112|10515|334|t|2014-07-01|2015-10-11|2017-12-21|0|10515|6|1|1
364|20567|20604|335|t|2014-07-08|2015-10-11|2017-12-21|0|20604|6|1|1
352|20553|20594|334|t|2014-07-08|2015-10-11|2017-12-21|0|20594|6|1|1
381|20572|20608|334|t|2014-07-11|2015-10-11|2017-12-21|0|20608|6|1|1
368|20569|20606|334|t|2014-07-11|2015-10-11|2017-12-21|0|20606|6|1|1
386|20575|20609|335|f|2015-10-11|2015-10-11|2017-12-21|0|20609|6|1|1
387|9863|9336|335|f|2015-10-11|2015-10-11|2017-12-21|0|9336|6|1|1
384|6095|6216|335|t|2014-07-21|2015-10-11|2017-12-21|0|6216|6|1|1
383|6095|6217|335|t|2014-07-21|2015-10-11|2017-12-21|0|6217|6|1|1
382|9543|9042|335|t|2014-07-21|2015-10-11|2017-12-21|0|9042|6|1|1
385|9673|9167|334|t|2014-07-21|2015-10-11|2017-12-21|0|9167|6|1|1
390|20581|20613|335|t|2014-07-21|2015-10-11|2017-12-21|0|20613|6|1|1
363|20566|20603|334|t|2014-07-21|2015-10-11|2017-12-21|0|20603|6|1|1
362|20563|20602|334|t|2014-07-21|2015-10-11|2017-12-21|0|20602|6|1|1
392|20583|20615|335|f|2015-10-11|2015-10-11|2017-12-21|0|20615|6|1|1
395|20602|20627|20006|t|2014-08-21|2015-10-11|2017-12-21|0|20627|6|1|1
396|20603|20628|20006|t|2014-08-21|2015-10-11|2017-12-21|0|20628|6|1|1
398|20605|20630|20006|t|2014-08-22|2015-10-11|2017-12-21|0|20630|6|1|1
400|20609|20632|20006|t|2014-08-26|2015-10-11|2017-12-21|0|20632|6|1|1
399|20606|20631|20006|t|2014-08-25|2015-10-11|2017-12-21|0|20631|6|1|1
402|10014|20634|20007|t|2014-08-26|2015-10-11|2017-12-21|0|20634|6|1|1
411|20616|20643|20006|t|2014-08-28|2015-10-11|2017-12-21|0|20643|6|1|1
414|20617|20646|20006|t|2014-08-29|2015-10-11|2017-12-21|0|20646|6|1|1
419|20622|20651|20006|t|2014-08-29|2015-10-11|2017-12-21|0|20651|6|1|1
418|6426|20650|20006|t|2014-08-30|2015-10-11|2017-12-21|0|20650|6|1|1
415|20619|20647|20006|t|2014-08-29|2015-10-11|2017-12-21|0|20647|6|1|1
422|20623|20654|20006|t|2014-08-31|2015-10-11|2017-12-21|0|20654|6|1|1
425|20625|20657|20006|t|2014-08-30|2015-10-11|2017-12-21|0|20657|6|1|1
428|20627|20660|20006|t|2014-09-01|2015-10-11|2017-12-21|0|20660|6|1|1
432|20629|20664|20006|t|2014-09-01|2015-10-11|2017-12-21|0|20664|6|1|1
433|9923|20665|20006|t|2014-08-29|2015-10-11|2017-12-21|0|20665|6|1|1
413|7946|20645|20006|t|2014-08-30|2015-10-11|2017-12-21|0|20645|6|1|1
426|7903|20658|20006|t|2014-08-31|2015-10-11|2017-12-21|0|20658|6|1|1
431|20104|20663|20006|t|2014-09-01|2015-10-11|2017-12-21|0|20663|6|1|1
412|20615|20644|20006|t|2014-09-01|2015-10-11|2017-12-21|0|20644|6|1|1
410|20615|20642|20006|t|2014-09-01|2015-10-11|2017-12-21|0|20642|6|1|1
404|20610|20636|20006|t|2014-09-01|2015-10-11|2017-12-21|0|20636|6|1|1
394|20595|20625|20006|t|2014-09-01|2015-10-11|2017-12-21|0|20625|6|1|1
409|20614|20641|20006|t|2014-09-01|2015-10-11|2017-12-21|0|20641|6|1|1
420|7935|20652|20006|t|2014-09-01|2015-10-11|2017-12-21|0|20652|6|1|1
436|9936|20668|20006|t|2014-09-01|2015-10-11|2017-12-21|0|20668|6|1|1
437|20632|20669|20006|t|2014-08-29|2015-10-11|2017-12-21|0|20669|6|1|1
438|20633|20670|20006|t|2014-09-01|2015-10-11|2017-12-21|0|20670|6|1|1
421|7978|20653|20006|t|2014-09-01|2015-10-11|2017-12-21|0|20653|6|1|1
440|7955|20672|20006|t|2014-09-02|2015-10-11|2017-12-21|0|20672|6|1|1
393|11088|20624|20006|t|2014-09-01|2015-10-11|2017-12-21|0|20624|6|1|1
429|20618|20661|20006|t|2014-09-02|2015-10-11|2017-12-21|0|20661|6|1|1
397|20604|20629|20006|t|2014-09-02|2015-10-11|2017-12-21|0|20629|6|1|1
407|20608|20639|20006|t|2014-09-02|2015-10-11|2017-12-21|0|20639|6|1|1
442|20636|20674|20006|t|2014-09-02|2015-10-11|2017-12-21|0|20674|6|1|1
443|20637|20675|20006|t|2014-09-02|2015-10-11|2017-12-21|0|20675|6|1|1
439|20634|20671|20006|t|2014-09-02|2015-10-11|2017-12-21|0|20671|6|1|1
445|20639|20677|20006|t|2014-09-02|2015-10-11|2017-12-21|0|20677|6|1|1
447|20641|20679|20006|t|2014-09-02|2015-10-11|2017-12-21|0|20679|6|1|1
434|20631|20666|20006|t|2014-09-02|2015-10-11|2017-12-21|0|20666|6|1|1
450|20644|20682|20006|t|2014-09-02|2015-10-11|2017-12-21|0|20682|6|1|1
449|20643|20681|20006|t|2014-09-02|2015-10-11|2017-12-21|0|20681|6|1|1
448|20642|20680|20006|t|2014-09-02|2015-10-11|2017-12-21|0|20680|6|1|1
406|20612|20638|20006|t|2014-09-08|2015-10-11|2017-12-21|0|20638|6|1|1
435|6370|20667|20006|t|2014-08-28|2015-10-11|2017-12-21|0|20667|6|1|1
446|20640|20678|20006|t|2014-09-09|2015-10-11|2017-12-21|0|20678|6|1|1
416|20620|20648|20006|t|2014-09-02|2015-10-11|2017-12-21|0|20648|6|1|1
451|6398|20683|20006|t|2014-09-02|2015-10-11|2017-12-21|0|20683|6|1|1
453|20646|20685|20006|t|2014-09-05|2015-10-11|2017-12-21|0|20685|6|1|1
454|9632|9131|20006|t|2014-09-05|2015-10-11|2017-12-21|0|9131|6|1|1
405|6447|20637|20006|t|2014-09-05|2015-10-11|2017-12-21|0|20637|6|1|1
456|20647|20687|20006|t|2014-09-05|2015-10-11|2017-12-21|0|20687|6|1|1
455|7777|20686|20006|t|2014-09-06|2015-10-11|2017-12-21|0|20686|6|1|1
457|20649|20689|20006|t|2014-09-07|2015-10-11|2017-12-21|0|20689|6|1|1
459|20651|20691|20006|t|2014-09-08|2015-10-11|2017-12-21|0|20691|6|1|1
460|9946|20701|20017|t|2014-09-15|2015-10-11|2017-12-21|0|20701|6|1|1
461|9946|9407|20017|t|2014-09-15|2015-10-11|2017-12-21|0|9407|6|1|1
462|10037|9468|20017|t|2014-09-15|2015-10-11|2017-12-21|0|9468|6|1|1
463|20655|20696|20017|t|2014-09-15|2015-10-11|2017-12-21|0|20696|6|1|1
471|20681|20729|20017|t|2014-09-19|2015-10-11|2017-12-21|0|20729|6|1|1
492|20802|20867|20017|t|2014-09-29|2015-10-11|2017-12-21|0|20867|6|1|1
498|20824|20888|20007|t|2014-09-30|2015-10-11|2017-12-21|0|20888|6|1|1
473|9993|9437|20017|t|2014-10-02|2015-10-11|2017-12-21|0|9437|6|1|1
518|9940|9397|20017|t|2014-10-08|2015-10-11|2017-12-21|0|9397|6|1|1
514|9984|9429|20017|t|2014-10-08|2015-10-11|2017-12-21|0|9429|6|1|1
496|10172|9595|20017|t|2014-10-09|2015-10-11|2017-12-21|0|9595|6|1|1
521|10366|9775|20017|t|2014-10-13|2015-10-11|2017-12-21|0|9775|6|1|1
512|10151|9582|20017|t|2014-10-13|2015-10-11|2017-12-21|0|9582|6|1|1
494|10042|9471|20017|t|2014-10-13|2015-10-11|2017-12-21|0|9471|6|1|1
529|9925|9383|20007|t|2014-10-14|2015-10-11|2017-12-21|0|9383|6|1|1
537|10009|9440|20007|t|2014-10-15|2015-10-11|2017-12-21|0|9440|6|1|1
515|9947|9408|20017|t|2014-10-15|2015-10-11|2017-12-21|0|9408|6|1|1
504|10087|9513|20017|t|2014-10-16|2015-10-11|2017-12-21|0|9513|6|1|1
520|10145|9576|20017|t|2014-10-17|2015-10-11|2017-12-21|0|9576|6|1|1
543|20909|20986|20007|t|2014-10-17|2015-10-11|2017-12-21|0|20986|6|1|1
513|10052|9480|20017|t|2014-10-20|2015-10-11|2017-12-21|0|9480|6|1|1
477|10247|9678|20017|t|2014-10-21|2015-10-11|2017-12-21|0|9678|6|1|1
539|10093|9517|20017|t|2014-10-21|2015-10-11|2017-12-21|0|9517|6|1|1
546|10244|20990|20017|t|2014-10-21|2015-10-11|2017-12-21|0|20990|6|1|1
545|10244|9679|20017|t|2014-10-21|2015-10-11|2017-12-21|0|9679|6|1|1
491|10341|9784|20017|t|2014-10-01|2015-10-11|2017-12-21|0|9784|6|1|1
553|9953|9411|20017|t|2014-10-22|2015-10-11|2017-12-21|0|9411|6|1|1
538|10106|9534|20017|t|2014-10-15|2015-10-11|2017-12-21|0|9534|6|1|1
534|7966|9402|20007|t|2014-10-02|2015-10-11|2017-12-21|0|9402|6|1|1
535|10055|9522|20017|t|2014-10-23|2015-10-11|2017-12-21|0|9522|6|1|1
536|10055|20977|20017|t|2014-10-23|2015-10-11|2017-12-21|0|20977|6|1|1
557|10320|9747|20017|t|2014-10-05|2015-10-11|2017-12-21|0|9747|6|1|1
468|10103|9531|20017|t|2014-10-24|2015-10-11|2017-12-21|0|9531|6|1|1
482|6380|9535|20017|t|2014-10-24|2015-10-11|2017-12-21|0|9535|6|1|1
484|10036|9470|20017|t|2014-10-27|2015-10-11|2017-12-21|0|9470|6|1|1
467|10062|9487|20017|t|2014-10-27|2015-10-11|2017-12-21|0|9487|6|1|1
466|10062|20720|20017|t|2014-10-27|2015-10-11|2017-12-21|0|20720|6|1|1
575|10063|9490|20017|t|2014-10-28|2015-10-11|2017-12-21|0|9490|6|1|1
574|10063|9489|20017|t|2014-10-28|2015-10-11|2017-12-21|0|9489|6|1|1
465|20667|20715|20017|t|2014-10-28|2015-10-11|2017-12-21|0|20715|6|1|1
526|20891|20965|20017|t|2014-10-14|2015-10-11|2017-12-21|0|20965|6|1|1
510|10033|9465|20017|t|2014-10-28|2015-10-11|2017-12-21|0|9465|6|1|1
503|10070|9497|20017|t|2014-10-28|2015-10-11|2017-12-21|0|9497|6|1|1
579|20977|21075|20007|t|2014-10-28|2015-10-11|2017-12-21|0|21075|6|1|1
509|20845|20912|20007|t|2014-10-28|2015-10-11|2017-12-21|0|20912|6|1|1
506|10360|9770|20017|t|2014-10-29|2015-10-11|2017-12-21|0|9770|6|1|1
578|9938|9395|20007|t|2014-10-28|2015-10-11|2017-12-21|0|9395|6|1|1
554|10363|9774|20017|t|2014-10-30|2015-10-11|2017-12-21|0|9774|6|1|1
544|20910|20987|20007|t|2014-10-30|2015-10-11|2017-12-21|0|20987|6|1|1
555|9939|9396|20007|t|2014-10-30|2015-10-11|2017-12-21|0|9396|6|1|1
583|10076|9503|20017|t|2014-10-29|2015-10-11|2017-12-21|0|9503|6|1|1
470|20680|20728|20017|t|2014-10-30|2015-10-11|2017-12-21|0|20728|6|1|1
502|9956|9413|20017|t|2014-10-30|2015-10-11|2017-12-21|0|9413|6|1|1
542|10274|9708|20017|t|2014-10-30|2015-10-11|2017-12-21|0|9708|6|1|1
541|10274|9709|20017|t|2014-10-30|2015-10-11|2017-12-21|0|9709|6|1|1
547|10289|9715|20017|t|2014-10-30|2015-10-11|2017-12-21|0|9715|6|1|1
516|10372|9780|20017|t|2014-10-30|2015-10-11|2017-12-21|0|9780|6|1|1
472|10013|9444|20017|t|2014-10-31|2015-10-11|2017-12-21|0|9444|6|1|1
522|10355|9765|20017|t|2014-10-30|2015-10-11|2017-12-21|0|9765|6|1|1
